id	text	misogynous	aggressiveness
5446	Per colpa dei media,Non c’è pace in Italia, e se non ci sono i soldi come facciamo, e se ci sono i soldi come facciamo a spenderli ,dobbiamo sorbirci per mesi e mesi la tiritera,perché i miliardi fanno gola ai gruppi di potere che azionano televisioni e giornali contro Conte.	0	0
5447	<MENTION_1> Ross ti prendo a schiaffi smettila il mio cuore è fragile	0	0
5448	<MENTION_1> <MENTION_2> Che brava pompinara che sei &#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;	1	0
5449	so di avere gli amici giusti perché ordiniamo la pizza dal kebabbaro perché vogliamo la pizza kebab	0	0
5450	<MENTION_1> <MENTION_2> POI A BOCCE FERME BISOGNERà RISOLVERE L ANNOSO PROBLEMA DEL TRIVULZIO QUELLO SI CHE I TEMPI NORMALI HA DELLE IMMENZE RESPONSABILITà . QUELL OSPEDALE è UN LAGHER CON DEI NAZZISTI A POSTO DEL PERSONALE . QUESTO CV LI HA CASTIGATI PERBEN	0	0
5451	ma che cazzo significa, se qualcuno ti dice andiamo a mangiare lì (posto gestito da egiziani che fanno kebab e non solo) e tu te ne esci con "no dai non voglio mangiare da persone del genere" con aggiunta di faccia schifata, ma toxic di merda ti meriti solo schiaffi a gogo	0	0
5452	Antonio non attuare lo spirito di sopravvivena, stai nel torto marcio, chiudi la bocca e prenditi gli insulti che meriti vigliacco #TemptationIsland	0	0
5453	<MENTION_1> .....tu Sei consapevole di essere una lurida zeccarossa incrociata a ratto dì fogna??!! &#x1f608;&#x1f47f;	1	1
5454	<MENTION_1> Ma un po di cazzi neri x la Boldrini-Baldracca non ci sono? Se li sono presi tutti la Bellanova e la Lamorgese?...mandate richiesta ai navigator ..cosi possiamo levarcela dalle palle x sempre sta mentecatta..	1	1
5455	<MENTION_1> Mmmm, così fai venir voglia di un orale profondo.... che delizia&#x1f346;&#x1f4a6;&#x1f4a6;&#x1f4a6;venirti in gola...	1	0
5456	Ramsey figlio di lurida troia gallese	0	0
5457	se non lo metto in ascensore me le ritrovo in gola quando si ferma	0	0
5458	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Hai già detto tutto tu. Questi ragionamenti del cazzo (per restare in tema) sono alla stessa stregua del "e ma hai visto come era vestita se l'è cercata dai".	0	0
5459	Certo che tutti hanno il diritto di essere brutti ma tu cazzo te ne approfitti, lurida mentecatta. Valeria Fedeli è convinta che in Afghanistan ci sia il mare: la gaffe, l'attacco a "Libero" e la nostra replica	1	0
5460	<MENTION_1> <MENTION_2> Che bel culo	1	0
5461	<MENTION_1> Dopo averti leccata per bene ti infilo il mio cazzo e ti scopo a dovere	1	1
5462	<MENTION_1> <MENTION_2> Pezzo di Figa mmmmmmh &#x1f608;&#x1f60b;&#x1f618;	1	0
5463	<MENTION_1> Le “parole” lasciano segni più profondi e indelebili di schiaffi e calci.....	0	0
5464	Io credevo di essere una persona veramente deficiente, psicopatica, malata e perversa sessualmente, insicura per certi aspetti, insomma “strana”;più passo il mio tempo qui sopra e più mi sento stranamente “normale”.Grazie Twitter, grazie.	0	0
5465	<MENTION_1> Togli la targhetta rovina quel bel culo	1	0
5466	Odio Sakura per il semplice motivo che qualunque cosa faccia o dica Naruto lei lo prende a schiaffi o a pugniHA CHIESTO COME STA SAI DIOSANTO BRUTTA STRONZA MA CONTRALLI MADONNA SPERO CHE TI UCCIDANOscusami Sarada	1	1
5467	<MENTION_1> Ti scoperei x ore	1	1
5468	Come ti scoperei quella bella pelosetta	1	0
5469	ZANGRILLO andrebbe preso a schiaffi. Tutti i giorni uno schiaffo ogni morto. E poi vediamo se continua a dire che un morto non significa nulla. Uno schiaffone che gli volta la faccia dall'altra. parte.	0	0
5470	Baldracca ops <MENTION_1> sa chi lavora di notte ?? I LADRI E LE MIGNOTTE !!	1	0
5471	<MENTION_1> Che bel culo tutto da sfondare	1	1
5472	Tipica ragazza russa che a 29 anni è strafiga e a 30 scade improvvisamente e diventa culona inchinavabile	1	1
5473	Quando ho realizzato di aver perso tutto? Di aver perso la mia unica famiglia, perché? Cazzo perché, ti odio, ma ti amo di bene, odio il fatto che ogni volta piango per te ma tu non lo sai, quando mi apro scoppio sempre in un pianto.	0	0
5474	<MENTION_1> Che bel culo che hai	1	0
5475	<MENTION_1> <MENTION_2> <MENTION_3> ma quanti sei acida &#x1f611; allora toglimi così dormi &#x1f611;	1	0
5476	#KURDISTAN - ROJHILAT (Kurdistan iraniano): altri curdi impiccati dal regime - di Gianni Sartori via <MENTION_1>	0	0
5477	VOLA CON QUANTO FIATO IN GOLA	0	0
5478	<MENTION_1> Meglio, che se t'addormenti ti si ripropone tutto in gola e l'acido cloridrico brucia maledettamente... il pecorino associato al gelato è micidiale!	0	0
5479	Zayn, io ora ti immagino con la testa tra le mani ed il groppo in gola per non riuscire a scrivere nemmeno un tweet. Io voglio che tu sappia che ti vorremo sempre bene e saremo a prescindere orgogliose di te. Sei la nostra famiglia. #10YearsOfOneDirection	0	0
5480	Online il nostro primo podcast &#x1f399;️ospiti di "Bandiera a Schiaffi" di <MENTION_1> Si parla di #MotoE &#x26a1;️a Jerez &#x1f3c1;	0	0
5481	<MENTION_1> <MENTION_2> andrebbero impiccati	0	0
5482	<MENTION_1> Che ti scoperei	1	1
5483	<MENTION_1> madonna santa le prenderei a schiaffi una alla volta	1	1
5484	<MENTION_1> Come mai sei così acida?	1	0
5485	<MENTION_1> <MENTION_2> Giorgé hai rotto! Stai sempre a scrivere e dire falsità, hai preso due schiaffi enormi dall'Europa, credevi che i tuoi amici olandesi avrebbero vinto, così potevi gridare al fallimento e a nuove elezioni e invece te ne stai	0	0
5486	<MENTION_1> Ti ho cagato in gola	1	1
5487	<MENTION_1> questa vigliacca non mette il nome nè la foto altrimenti poi fa la fine dell’altra lurida maestra antifascista e inizia a frignare... la lurida.	1	0
5488	<MENTION_1> Mmmmmm tutta la prelibatezza del tuo bel culo Claudia il buco le chiappe la riga fra le chiappe Mmmmmm quanto leccare &#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x	1	0
5489	<MENTION_1> Ti scoperei in questo modo	1	1
5490	<MENTION_1> Sei proprio una bella porca&#x1f61c;	1	0
5491	Ma cosa ride?! Ma da prenderlo a schiaffi #TemptationIsland	0	0
5492	Terribile... &#x1f621;Una pagina davvero orribile e agghiacciante per i #Carabinieri...Che poi come al solito chi ci va di mezzo sono gli stranieri...Chissà chi ha fomentato e continua a fomentare questo clima di razzismo e xenofobia, chissà &#x1f621;	0	0
5493	Sei acida perché non hai figli mamma mia la tristezza e la pochezza di questa frase #TemptationIsland	0	0
5494	<MENTION_1> Nemmeno io proprio la prenderei a schiaffi	1	1
5495	<MENTION_1> Bel culo da riempire porca	1	1
5496	<MENTION_1> Vuoi che ti scopo	1	0
5497	<MENTION_1> Che bel culo da &#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;	1	0
5498	<MENTION_1> prima te lo leccherei tutto poi ti scoperei forte e ti riempirei di sborra calda	1	1
5499	<MENTION_1> Io lo metto nella squadra di Capezzone Porro la balena cattiva e la Chirico! Evvvvaaaiiii	0	0
5500	Ciclo di merda porco dio ma chi lo vuole il ciclo porco cane odio tutto e poi 5 min dopo non sento niente e poi 5 min dopo sto a ridere come una psicopatica	0	0
5501	comunque dopo tutto quello che è successo le storie di Niall mi fanno clownare un sacco...non ce la faccio per favore tiratemi due schiaffi	0	0
5502	Bellissimo fondoschiena bel culo mmmm te lo pogerei da dietro mammina	1	0
5503	1x09: Hannah è una psicopatica	1	0
5504	mi sono sentita le budella in gola solo vedendo il video	0	0
5505	Spero che Antonella gli tiri un bel calcio nel culo appena lo vede #TemptationIsland	0	0
5506	<MENTION_1> Sono piatta e alta 1,80 e vorrei tanto essere bassa e tettona. O almeno tettona.	0	0
5507	Vegeta in questa fase è solo da prendere a schiaffi, ceh porca miseria Dende ti ha salvato nonostante non volesse farlo e tu appena ti rialzi gli dai un calcio perché “ti stava spedendo all’altro mondo” A BELLO SEI STATO TU A FA LO STRONZO AMMAZZANDO LA SUA GENTE PRIMA FLY DOWN	0	0
5508	<MENTION_1> Che gran bel buco di culo che hai	1	0
5509	<MENTION_1> L’una cosa non esclude l’altra.E poi, se ti dicono che il tuo scopo e’ entrare al 60’ per “svoltare” la partita, quando entri ti metti a fare il giocoliere e sei completamente fuori dal gioco. Mai visto un giocatore che (xParatici) e’ tra i primi 	0	0
5510	sei acida perchè non hai avuto figli: buon 1920 #TemptationIsland	0	0
5511	<MENTION_1> Se preferiscono la figa di legno, giuro mi faccio piace' la figa.	1	0
5512	DIOCANE COME CAZZO FANNO A SBARCARE A JESOLO O IN UMBRIA CHE NON C’È MANCO IL MARE PORCODIOTI STACCHEREI LA TESTA A SUON DI SCHIAFFI	0	0
5513	Da single, dovendo cucinare e lavare i piatti ogni sera, condanno gli uomini che hanno una moglie/compagna schiava sottomessa remissiva che cucina, sparecchia e poi lava i piatti sempre lei. E non è assolutamente l'invidia a parlare, assolutamente no, è sincero progressismo	1	0
5514	<MENTION_1> Io a dire la verità,ti scoperei pure il culo....&#x1f914;	1	1
5515	<MENTION_1> Bellissimo tanga bel culo	1	0
5516	che tristezza non iniziare la puntata con uno "ciavy chiudi la bocca" :((( #TemptationIsland	0	0
5517	<MENTION_1> Aspettami che vengo io ad aiutarti a spogliarti e poi ti scopo, dimmi di dove sei e in un attimo sarò da te	1	1
5518	Mia moglie che cosa ne pensate del suo bel culo	1	0
5519	E bravo Ruggeri, finalmente ti sei ricordato che nel 77 eri il cantante dei #decibel , all'incirca mi ricordo qualche riga dei suoi testi ........"Che bello il lavaggio del cervello"" Bum splash , la testa fa crash, puttana questo si chiama flash"	0	0
5520	<MENTION_1> sei una baldracca.	1	0
5521	Cansu e Deniz non si sa chi sia più acida delle due #Doğruİnsan	1	0
5522	<MENTION_1> <MENTION_2> <MENTION_3> Se un pedofilo prova a toccare mio figlio io molto semplicemente gli taglio il #cazzo e glielo infilo in gola. Mi sembra moderato come atteggiamento.	0	0
5523	Non sai proprio che dire eh amico? Gli Argomenti ti si sono seccati in gola eh? E ci credo ..ti hanno sputato in faccia 209.000 milioni...altro che i tuoi miserrimi 49!!!! Ahahah ahahah	0	0
5524	Che bel culo che ai complimenti	1	0
5525	Ogni limite alla decenza raggiunto il giorno prima viene allegramente superato il giorno dopo da questa succhiacazzi grinzosa in arte Ministra degli Interni...	1	0
5526	Le cause della morte della #balena a #Kupang in #Indonesia sono ancora sconosciute e non si sa come rimuoverla	0	0
5527	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> IO TI PRENDO A SCHIAFFI	0	0
5528	<MENTION_1> Bel culo da fare	1	0
5529	Quello che conta davvero	0	0
5530	Andrea vieni qui da meScappa da sta psicopatica#TemptationIsland	1	0
5531	<MENTION_1> <MENTION_2> <MENTION_3> Cioè, questo porco parla una lingua che sembra un'infezione alla gola, vive in un cesso di Paese nazista che mette le puttane in vetrina ed esporta canne e tulipani con l'Euro svalutato, ha un debito privato alle	0	0
5532	Madonna santa le prenderei a schiaffi una alla volta	1	1
5533	<MENTION_1> Ma che bel teatrino con le figuranti.Se non fosse che il #Governodelmonopattino ha messo il Paese con il culo per terra, questa bella, tenera, commediola da anime manga, avrebbe comunque una valenza sociologica.	0	0
5534	<MENTION_1> Sei una gran figa di legno zoccolona	1	0
5535	CIOÈ COMUNQUE SARADA CHE OSSERVA DELLE SOMIGLIANZE CON KARIN DAVVERO RAGA COMUNQUE SASUKE TI DO GLI SCHIAFFI A RITMO DI BESTEMMIE	0	0
5536	<MENTION_1> lurida e puteolente.come di #proibizionismo.	1	0
5537	<MENTION_1> Te la lecceri tutta e dopo ti scoperei e ti incureli per ore	1	1
5538	<MENTION_1> Quel bel culetto da prendere a schiaffoni mentre ti scopo mmmmm	1	1
5539	Lei è acida perché non ha figliNo ma cominciamo bene amici #TemptationIsland	0	0
5540	<MENTION_1> Buongiorno sono già sveglio bella tettona	1	0
5541	<MENTION_1> Tu sei una psicopatica, pericolosa.	1	0
5542	<MENTION_1> Che bel culo	1	0
5543	<MENTION_1> Mi fai arrapare tantissimo	1	0
5544	Un vago sguardo da psicopatica Mary eh #piccoliproblemidicuore	1	0
5545	&#x27a1;️ <MENTION_1> ha bisogno di un buon allenamento anale e <MENTION_2> è così felice di accontentarla. Questa bellissima troia ha una fottuta voglia di farsi rompere e aprire il suo bel CULO.. e mostrare a noi alcuni deliziosi GAPES! #moregapesin2020	1	1
5546	Gli azzurri si rilassavano con bocce e biliardino. A Carciano il campo degli allenamenti. Il più acclamato? Meazza, che arrivò con la Balilla.	0	0
5547	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> - figlio/nipote. Commentavano le bocce, dicevano che era una gran gnocca, una gran figa, che questa da grande sarebbe diventata una sventola allucinante.Ora, mi stai dicendo che 	0	0
5548	<MENTION_1> Non capisco lo scopo di questa marchetta, farti un giro in barca, a spese nostre e cercare i voti di 200 poveri isolani ignari?? Ok, È l’unico argomento che ti è rimasto.. ma un briciolo di dignità no? Se non tu almeno i tuoi seguaci..	0	0
5549	Carabinieri a Piacenza, le torture agli stranieri in lacrime e il raid per lo sconto sull’auto: "Che schiaffi, come Gomorra" FALSO IDEOLOGICO...? NON SANNO NEANCHE CHE CAZZO VUOL DIRE....BASTARDI DI MERDA!	0	0
5550	e la culona che frigna non si puó vedere, brava annamaria, mandalo a stendere polipi sugli scogli #TempationIsland	1	1
5551	<MENTION_1> &#x1f445;&#x1f445;&#x1f445;&#x1f445;Mi piacerebbe tantissimo farmelo succhiare per vedere le tue splendide tette ballare e poi ti sb in gola	1	1
5552	<MENTION_1> Mmmm che bella visione e che bel buco di culo hooooommmm tutto da leccare e trapanare	1	1
5553	State festeggiando?	0	0
5554	<MENTION_1> Qualora #paragone dovesse diventare presidente del consiglio vedrai che farà uno stocazzo di #italexitIn #Italia non avete politici come i nostri in #UK, con le palle. Voi e i vostri politici siete al guinzaglio della culona tedesca e del mi	1	0
5555	<MENTION_1> <MENTION_2> si porca troia si potresti averla messa a disagio, per quanto ne sai magari è molto insicura del suo aspetto fisico e un commento del genere magari l'avrà fatta sentire come un oggetto e non come una ragazza svegliati malato che n	0	0
5556	#tiziapartyHo sentito una ragazza a distanza del Friuli che mi ha detto che da lei la situazione della donna sottomessa è grave. Le ragazze non possono mai uscire da sole perché se no sono molestate... Mi sono affacciata a qualcosa do diversoNom è normale aver paura-	0	0
5557	<MENTION_1> Un bel cazzo duro sarebbe la cura migliore x il tuo culo....	1	1
5558	vi prenderei a schiaffi una per una ve lo giuro	1	1
5559	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> altro follower della lurida negazionista antifascista di nome <MENTION_6> e altro gattino del cazzo.tutte fallite ‘ste antifasciste - la tris	1	0
5560	<MENTION_1> Labbre da pompinara...tette per spagnole ... gran troiona	1	0
5561	<MENTION_1> Mmmm che bel culo e bel buco di culo hooooommmm tutto da leccare e trapanare	1	1
5562	<MENTION_1> In c..... alla balena	0	0
5563	Su <MENTION_1> <MENTION_2> invoca la Fallaci contro le ipocrisie del femminismo progressista	0	0
5564	Quindi quando hai 20 anni sei acida perché hai il ciclo o perché non scopi, quando hai 50 anni sei acida perché non hai figli. Ok. #TemptationIsland	0	0
5565	<MENTION_1> <MENTION_2> Impiccati	1	1
5566	<MENTION_1> Che Troia che sei	1	0
5567	Comuqnue Judith pazzesca quando avvelena il figlio col cibo e resta lì ferma immobile a guardarlo crepare con quella faccia da psicopatica	0	0
5568	<MENTION_1> Mah, a me Taylor non ha mai entusiasmato, canzoni un po' tutte uguali, poi a pelle mi pare una acida e antipatica!	1	0
5569	<MENTION_1> Sei proprio una gran puttanona vacca da monta succhiacazzi e avida di sborra	1	1
5570	Alcuni schiaffi non son violenza ma desiderio puro!!	0	0
5571	<MENTION_1> Sei bella tettona	1	0
5572	<MENTION_1> Però ha un bel culo&#x1f923;&#x1f923;&#x1f923;&#x1f923;&#x1f923;	1	0
5573	<MENTION_1> ma tu quando li vuoi gli schiaffi	0	0
5574	Cazzo guarda la ragazza Cin Cin dietro ??? Vuole un bel calcio nel culo ??? ...	1	1
5575	<MENTION_1> &#x1f602;&#x1f602;&#x1f602; anche se cucinassi non potrei mangiare le tue pietanze, a me non sembri proprio vecchia, non a tutti piacciono le tette e il culo grandi, il rompicoglionismo è molto relativo e per finire a me stai troppo simpa	1	0
5576	Un negro e lo sottolineo (perche tra poco capirete) ubriaco prova a entrare in un locale a petto nudo in un locale giustamente in sto locale ce stava gente cazzuta che appena ha visto le intenzioni gli ha tirato due schiaffi e allontanato	0	0
5577	<MENTION_1> Che ti scoperei in ogni dove	1	1
5578	<MENTION_1> <MENTION_2> <MENTION_3> Assolutamente NO. C'è l'ho con la baldracca ed il suo collega.	1	0
5579	<MENTION_1> Caspita che bocce	1	0
5580	Porca puttana troia. QUALE MINCHIA SAREBBE IL VANTAGGIO DI NON CRIMINALIZZARE L'ATTRAZIONE VERSO BAMBINI DI 8 ANNI. Pericoloso è normalizzarlo, normalizzando la pedofilia e lo stupro, Dio santo.	0	0
5581	<MENTION_1> <MENTION_2> E solo una lurida sciacalla ..falsa ..ipocrita	1	0
5582	<MENTION_1> Bella culona	1	0
5583	<MENTION_1> Domani prendiamo tanti di quei schiaffi che possiamo fare denuncia per bullismo	0	0
5584	Antonella sempre giudicata e ritenuta acida da una come Valeria Marini.... avete solo da imparare da lei voi che puntate solo il dito #TemptationIsland	0	0
5585	Avere le tette grandi fa schifo. Sembro più grassa di quel che sono in realtà, sembro volgare anche con un vestito da suora, mi impediscono in tutti i movimenti e non trovo nessun indumento (soprattutto intimo) che mi stia bene.	0	0
5586	<MENTION_1> Mamma che Troia...però sei sempre molto eccitante,..anche da dietro...&#x1f60d;&#x1f60d;&#x1f60d;	1	0
5587	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> Si, ok. Però, ammetterai, che anche fuori capita MOLTISSIME volte. Ovunque. A volte puoi mandarli a quel paese,a volte devi accelerare il passo e sperare di incontrare gente. N	0	0
5588	in realtà zayn: ahahhahahah poveri illusi	0	0
5589	<MENTION_1> <MENTION_2> ma sei proprio una porca	1	1
5590	<MENTION_1> TI LECCHEREI LA FIGA E TI SCOPEREI TESORO &#x1f445;&#x1f445;&#x1f445;&#x1f445;&#x1f445;	1	1
5591	<MENTION_1> Ti scoperei li..davanti à tutti	1	1
5592	<MENTION_1> Sab io in realtà nooo il gelato non mi fa neanche così gola però appena metto piede fuori casa per il mio cervello le regole della dieta si annullano meno male non esco così spesso	0	0
5593	<MENTION_1> Anche quelle mi si bloccano in gola, inizio a pensare sia la mia trachea	0	0
5594	io: creo un mini sousuke su acnhsempre io: pesco uno squalo balena	0	0
5595	L’Europa detesta Conte” (Libero, 18.7). Prosegue il secondo giorno: “Europa, Conte flop” (il Giornale, 19.7); “Conte nel sacco, Italia beffata” (La Verità, 19.7).Il terzo giorno: “Fondi Ue ridotti per l’Italia” (Il Messaggero, 20.7); “Conte prende schiaffi” (La Verità, 20.7);	0	0
5596	<MENTION_1> Sei bellissima e stupenda te la lecceri tutta e dopo ti scoperei	1	1
5597	<MENTION_1> Mmmmm che bel culo..&#x1f60d;&#x1f60d;&#x1f60d;⚘⚘	1	0
5598	Io:*apro youtube*Youtube:*SWAPPIE DAMMI I TUOI SOLDI TI FTEGHIAMO DAI COMPRA IPHONE DAI DAI DAI*	0	0
5599	io non voglio innervosirmi per gente così sinceramente ma PORCODDIO FATTI CURARE CEH PER NON BASTARE LO METTI ANCHE FISSATO SUL PROFILO CHE SCHIFO	0	0
5600	Ma quanto è brutto sentirsi dire dal proprio fidanzato che sei acida solo perché non hai avuto figli.MA CHE CAZZO NE SAI SE ANTONELLA PER QUESTA COSA GIÀ NE SOFFRE DI SUO MA COMECTI PERMETTI A DISTRUGGERE L’EMOTIVITÀ DI UNA PERSONA MERDA RARA. #TemptationIsland	0	0
5601	<MENTION_1> MA CHE CAZZO VUOI STRONZA TI TIRO DUE SCHIAFFI FINO A FARTI DIVENTARE DISPARI	1	1
5602	<MENTION_1> Che bel culo ho una voglia matta	1	1
5603	<MENTION_1> A' FACCETTA NERAAAAA... <MENTION_1> me ripeti com'è l'onestà del sindaco de #Catania Salvo Pogliese di #FratelliDiNdrangheda???E tu lurida vipera vorresti mettere le tue mani sudicie su #Roma???#MaStiCaxxi	1	0
5604	<MENTION_1> Che bel culo da inculare	1	1
5605	beh non meritano il kebab molto semplice	0	0
5606	<MENTION_1> La vincerà sicuramente se l’UEFA non proverà a prendergli a schiaffi con il calendario &#x1f921;	0	0
5607	Mandate via questa psicopatica per pietà, mandatela via	1	0
5608	<MENTION_1> Tutta da leccare prima e poi da scopare con tanto cazzo. Figa favolosa.&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;	1	1
5609	Scusami. Il caldo mi uccide. Sei stato qui la settimana scorsa, il 17. Ecco perché ora cercavo i biglietti e non trovavo nulla. Sono mesi che dico “magari capita qua prima o poi...” &#x1f644; Mi prenderei a schiaffi da sola.	0	0
5610	Occhio a bakeka. .dopo Facebook...e meetic	0	0
5611	cassandra chiudi quella fogna di merda che ti ritrovi al posto della bocca grazie	1	0
5612	<MENTION_1> La più tettona Micky BellsLa più ninfomane o meglio le 2 più ninfomani: <MENTION_2> <MENTION_3>	1	0
5613	Ma che te magni!Vola basso che in alto volano schiaffi (-Cit.)#TemptationIsland	0	0
5614	Cioè se devi usare i problemi che ho anche io per farmi pietà divento proprio acida e cattiva. In tutto questo spero se ne ha la possibilità che stia andando o decida di andare al più presti in terapia perché forzare la gente ad ascoltare i tuoi malori non è terapeutico	0	0
5615	<MENTION_1> Chiudi la bocca prima. Per quello non c'è bisogno di andare al governo	0	0
5616	{ ecco perché è il sogno segreto di darwin &#x1f498;&#x1f498;&#x1f61b;	0	0
5617	<MENTION_1> Se ti sta corteggiando, farti arrivare a quella conclusione potrebbe essere stato il suo preciso scopo.	0	0
5618	LO VOLETE CAPIRE SI O NO!CON I COMUNISTI AL GOVERNO NON CE SPE RANZA X NESSUNO.QUESTI IN TESTA HANNO IL VIRUS CONTRO IL CAPI TALISMO,LE P.IVA SONO SOLO E TUTTI EVASORI!IL BENESSERE SOCIALE É UN MALE!E QUINDI MEGLIO UNA NAZIONE DI MORTI DI FAME E INVASI DAGLI ISLAMICI.	0	0
5619	LA TE UCCISATroppe donne conoscono il rumore degli schiaffi presi sul viso e il fischio nell’orecchio che ne segue, troppe, e prima che possano dire basta arriva il resto, perché chi colpisce una volta non si ferma, continua fino a vederle gonfie livide e doloranti e morte.	0	0
5620	<MENTION_1> Ti sfonderei tutta	1	1
5621	<MENTION_1> wait- serio? lol per me è la prima volta che sento una stupidaggine di sto calibro.. che cosa pensano? che avere la pelle di un tono più scuro dal solito bianco ti definisce una persona di colore? sta persona è da prendere a schiaffi	0	0
5622	<MENTION_1> Ti scoperei	1	1
5623	che faccia da schiaffi e contemporaneamente da baci madoooo	0	0
5624	Be' non c'è da piangere ho dire poverina se l'è cercata ed ora ha raggiunto la sua pace , questo sarà il bello è tutto normale nella giungla della sopravvivenza sapete ancora quante ne sentiremo ... Sti buonisti che ancora pensano che codeste persone sono come noi	1	0
5625	<MENTION_1> Da schiaffi sul culo....vai benissimo così&#x1f602;	1	1
5626	non ci credo non la smette	0	0
5627	Forse serve una tomografia sonica alla tua figa di legno	1	1
5628	<MENTION_1> <MENTION_2> Quella mano nel tuo nome è un abbozzo di saluto romano o gli schiaffi in faccia che ti hanno dato da piccolo per farti diventare abbastanza rintronato da votare un partito fondato da un ladro e gestito da imbroglioni?	0	0
5629	Vado a fare i miei esercizi, perché i sentimenti nessuno li nota ma un bel culo si	0	0
5630	SIMONE BIUNDO, SULLA RIVISTA “LA BALENA BIANCA” RECENSISCE “CINQUE CARTOLINE DAL FRONTE E ALTRA CORRISPONDENZA” DI YARI BERNASCONI.	0	0
5631	#Salvini: "il governo sparge infetti per prorogare lo stato di emergenza."Matteo, sei diventato il meme più famoso dell'anno facendoti selfie senza mascherina in comizi che hai organizzato durante una pandemia.Ma cosa porca Madonna hai nel cervello?	0	0
5632	anna fai schifo chiudi la bocca.#TemptationIsland	1	0
5633	<MENTION_1> Culo da vacca in calore ci vorrebbero un bel 30 centimetri di cazzo duro x saziarti	1	1
5634	<MENTION_1> È che ... cavolo!!!.... sarà pure falso ma, la mano cazzo la manoooo!!! Mi impressiona sempre un botto sta scena! Sembra si metta davvero la mano in gola mammaaaaaaaaaa	0	0
5635	<MENTION_1> <MENTION_2> <MENTION_3> La Champions cazzo la Champions &#x1f923;&#x1f923;&#x1f923;&#x1f923;&#x1f923;quandooooo&#x1f923;&#x1f923;&#x1f923;&#x1f923;ennesimo ridicolo scudettino.... che stasera vi è rimasto in gola.... pure l'Udinese vi ha sir	0	0
5636	<MENTION_1> Amore che bella troia che sei ti voglio	1	0
5637	<MENTION_1> Che brava pompinara che sei &#x1f924;&#x1f924;&#x1f924;&#x1f924;&#x1f924;	1	0
5638	prendiamo schiaffi ovunque e da chiunque, difficile da sopportare.	0	0
5639	<MENTION_1> <MENTION_2> <MENTION_3> Ma chi è sta scema??Quanti schiaffi che le darei.	1	1
5640	24/07Nel frattempo?Campa cavallo che l'erba cresce!Ma annate a muri ammAzzati, figli di TROIA! (Citta'? boh! fate voi)	0	0
5641	<MENTION_1> ti brucio	1	1
5642	<MENTION_1> Chi va per mare sti pesci prende. Se l'è cercata e sinceramente non me ne può fregare di meno. Ovvio che il demente lo impalerei.	1	0
5643	<MENTION_1> Che c'è leccatrice seriale hai la lingua ritirata in gola per un paio di giorni?brutto avere gli scoppoloni a due mani vero,vai leccatrice seriale riprendi a leccare il #Salvinisomaro	1	0
5644	Ma non ci credere i soldi gli italiani c'è l'hanno per un mese del cazzo che stiamo stati fermi per il resto stanno tutti lavorando, tutte chiacchiere..	0	0
5645	<MENTION_1> Ti leccherei tutta fino a farti esplodere e poi ti scopo senza pietà	1	1
5646	<MENTION_1> che pompinara	1	0
5647	<MENTION_1> Non sono mai stata baldracca e non miro a diventarci. Non faccio nemmeno la gatta morta e soprattutto sono tutta al naturale con i miei evidenti difetti fisici ma almeno mantengo pulito il cervello	0	0
5648	Eh ma allora di che ti lamenti?M lamento che abbiamo già perso due belle urne funerarie:una a Doha e una a Roma e altri cadaveri ci prendono a schiaffi le salme. Non si fa, non sta bene. Non puoi avere il Redentore e due gioielli nella cappella e poi farti profanare i cadaveri.	0	0
5649	#viteallimite che bocce	0	0
5650	58 MINUTI NON CW LA FACCOO HO IL CIORE IN GOLA	0	0
5651	<MENTION_1> Che ti scoperei tutta	1	1
5652	<MENTION_1> Gli schiaffi che mi tiri dalle mani Dio mio fermatemi	0	0
5653	<MENTION_1> <MENTION_2> Io penso che sulla mentalità di Rugani Ramsey Bernardeschi e Alex Sandro puoi farci poco. Pure se li prendi a schiaffi restano pippe clamorose. Ti giuro sto chiedendo scusa a Rabiot per tutti i mesi che l’ho insultato! Magari a centroc	0	0
5654	Punto 2 volte in un secondo da un vespa porca di quella Madonna sgualdrina lurida infame	0	0
5655	vi prendo a schiaffi	0	0
5656	Queste strategie sono orribili, cioè tu ti metti e costruisci un piano consapevole di farmi soffrire per raggiungere un tuo scopo. Cioè tu sai di farmi del male, anzi decidi di farlo di proposito#TemptationIsland	0	0
